datetime,drainage_flow,intake_flow,net_flow,water_level_diff
2024-01-01 00:00:00,0.0,0.0,0.0,
2024-01-01 01:00:00,0.0,282.70990687331005,-28.270990687331008,-0.15000000000000036
2024-01-01 02:00:00,0.0,413.1314829009233,-41.31314829009233,-0.14999999999999947
2024-01-01 03:00:00,0.0,297.10797182847693,-29.710797182847696,-0.050000000000000266
2024-01-01 04:00:00,0.0,378.2999468942329,-37.829994689423295,-0.050000000000000266
2024-01-01 05:00:00,0.0,326.8992921358403,-32.68992921358403,-0.14999999999999947
2024-01-01 06:00:00,327.80824351974456,0.0,32.78082435197446,0.04999999999999982
2024-01-01 07:00:00,592.6343396166799,0.0,59.26343396166799,0.04999999999999982
2024-01-01 08:00:00,554.7163939866886,0.0,55.471639398668856,0.30000000000000027
2024-01-01 09:00:00,529.949278663709,0.0,52.99492786637091,0.19999999999999973
2024-01-01 10:00:00,333.4051064754912,0.0,33.340510647549124,0.10000000000000009
2024-01-01 11:00:00,0.0,413.85959167826576,-41.38595916782658,-0.1499999999999999
2024-01-01 12:00:00,0.0,326.5888424055771,-32.65888424055771,-0.20000000000000018
2024-01-01 13:00:00,0.0,317.7351284046676,-31.77351284046676,-0.09999999999999964
2024-01-01 14:00:00,0.0,331.2678269861937,-33.12678269861937,-0.10000000000000053
2024-01-01 15:00:00,0.0,259.73240100520616,-25.973240100520616,-0.09999999999999964
2024-01-01 16:00:00,0.0,276.6722286321315,-27.667222863213155,-0.04999999999999982
2024-01-01 17:00:00,0.0,283.57231997740774,-28.357231997740776,-0.10000000000000009
2024-01-01 18:00:00,557.5560105767522,0.0,55.75560105767522,0.04999999999999982
2024-01-01 19:00:00,478.18242013880683,0.0,47.818242013880685,0.25
2024-01-01 20:00:00,558.8241480674229,0.0,55.8824148067423,0.30000000000000027
2024-01-01 21:00:00,766.3275998559301,0.0,76.63275998559301,0.25
2024-01-01 22:00:00,475.48847314559964,0.0,47.548847314559964,0.09999999999999964
2024-01-01 23:00:00,0.0,340.0971653792203,-34.00971653792203,-0.09999999999999964
2024-01-02 00:00:00,0.0,248.3339312682695,-24.83339312682695,-0.20000000000000018
2024-01-02 01:00:00,0.0,266.2798300900365,-26.627983009003653,-0.15000000000000036
2024-01-02 02:00:00,0.0,278.7005428585221,-27.870054285852213,-0.09999999999999964
2024-01-02 03:00:00,0.0,323.21637704684514,-32.32163770468451,-0.15000000000000036
2024-01-02 04:00:00,0.0,329.5523826678402,-32.95523826678402,-0.04999999999999982
2024-01-02 05:00:00,0.0,319.5673498030619,-31.956734980306194,-0.04999999999999982
2024-01-02 06:00:00,0.0,374.93801134162794,-37.493801134162794,-0.10000000000000009
2024-01-02 07:00:00,0.0,0.0,0.0,0.0
2024-01-02 08:00:00,402.91546296022227,0.0,40.29154629602223,0.25
2024-01-02 09:00:00,353.89209069358895,0.0,35.3892090693589,0.25
2024-01-02 10:00:00,621.3494586796811,0.0,62.13494586796811,0.050000000000000266
2024-01-02 11:00:00,0.0,0.0,0.0,0.0
2024-01-02 12:00:00,0.0,371.3370174878352,-37.13370174878352,-0.20000000000000018
