datetime,pumping_flow,power,water_level_change
2023-01-01 00:00:00,3.2605085268062326,1199.4595742988429,
2023-01-01 01:00:00,16.793459427910175,6177.893887042455,0.10000000000000009
2023-01-01 02:00:00,2.904781115943599,1068.5963530277515,0.0
2023-01-01 03:00:00,2.940051225151633,1081.5713444526568,-0.19999999999999973
2023-01-01 04:00:00,2.775565649127506,1021.0612131727811,-0.15000000000000036
2023-01-01 05:00:00,2.14173343634361,787.8901878949054,-0.09999999999999964
2023-01-01 06:00:00,3.8125656169540143,1402.547576336958,-0.10000000000000053
2023-01-01 07:00:00,2.857078119746574,1051.047613301771,-0.04999999999999982
2023-01-01 08:00:00,2.2820480662830547,839.5084323838787,-0.04999999999999982
2023-01-01 09:00:00,2.3683286639410532,871.248907247315,-0.04999999999999982
2023-01-01 10:00:00,2.4947153886370526,917.7434235948557,-0.050000000000000266
2023-01-01 11:00:00,9.906936321108274,3644.5141991277055,0.1499999999999999
2023-01-01 12:00:00,11.536286959058002,4243.911565063462,0.25
2023-01-01 13:00:00,14.523531122352498,5342.844011635427,0.10000000000000053
2023-01-01 14:00:00,3.3300592466843044,1225.0455453739885,0.09999999999999964
2023-01-01 15:00:00,8.960617411075692,3296.3871300994706,0.09999999999999964
2023-01-01 16:00:00,3.02291272131904,1112.0540173552417,-0.14999999999999947
2023-01-01 17:00:00,2.2527417531663914,828.7273724460862,-0.15000000000000036
2023-01-01 18:00:00,2.573303541870493,946.6540404656076,-0.09999999999999964
2023-01-01 19:00:00,2.2279096582824454,819.5922655406546,-0.050000000000000266
2023-01-01 20:00:00,2.4272541370051046,892.9261156507529,-0.050000000000000266
2023-01-01 21:00:00,3.271537826274766,1203.5169778408294,-0.09999999999999964
2023-01-01 22:00:00,2.7531108412554075,1012.8006507268329,-0.04999999999999982
2023-01-01 23:00:00,11.102502718686054,4084.3331876366324,0.04999999999999982
2023-01-02 00:00:00,6.264794973226616,2304.6614507757413,0.20000000000000018
2023-01-02 01:00:00,13.492377060284662,4963.50821105222,0.19999999999999973
2023-01-02 02:00:00,17.616274110215013,6480.586838295348,0.10000000000000009
2023-01-02 03:00:00,5.227943796988417,1923.229824317114,0.04999999999999982
2023-01-02 04:00:00,2.2267591683299996,819.1690290493988,-0.1499999999999999
2023-01-02 05:00:00,2.032791782344343,747.8132769299252,-0.1499999999999999
2023-01-02 06:00:00,2.694373167201997,991.1925288844345,-0.1499999999999999
2023-01-02 07:00:00,3.793621138134639,1395.5783761912803,-0.050000000000000266
2023-01-02 08:00:00,3.3814768414535608,1243.9607930497286,-0.09999999999999964
2023-01-02 09:00:00,2.9563426076049457,1087.5645367726695,-0.04999999999999982
2023-01-02 10:00:00,2.7915772299161414,1026.9514734554004,-0.050000000000000266
2023-01-02 11:00:00,2.898649881483855,1066.3408251508733,-0.050000000000000266
2023-01-02 12:00:00,7.8557570539293184,2889.9366262142476,0.15000000000000036
2023-01-02 13:00:00,18.02189486873246,6629.804574834953,0.34999999999999964
2023-01-02 14:00:00,2.3963071630793102,881.5414976178013,0.15000000000000036
2023-01-02 15:00:00,10.873975294920143,4000.2636616187474,0.1499999999999999
2023-01-02 16:00:00,5.506813941942042,2025.8191788919287,0.04999999999999982
2023-01-02 17:00:00,2.6730007118845776,983.330136884539,0.0
2023-01-02 18:00:00,3.220644298712852,1184.7945213889905,-0.25
2023-01-02 19:00:00,2.226137089645624,818.9401818533838,-0.10000000000000009
2023-01-02 20:00:00,2.425281369067626,892.2003836457529,-0.09999999999999964
2023-01-02 21:00:00,3.862326163193126,1420.8532372846714,-0.050000000000000266
2023-01-02 22:00:00,3.0165782461285704,1109.7237222945478,-0.10000000000000009
2023-01-02 23:00:00,2.8002983210454286,1030.159744854587,-0.04999999999999982
2023-01-03 00:00:00,2.565780910423289,943.8866524219673,-0.04999999999999982
2023-01-03 01:00:00,13.031004742194511,4793.780869534806,0.1499999999999999
2023-01-03 02:00:00,3.115119859469816,1145.9747183024585,0.25
2023-01-03 03:00:00,6.253086233634811,2300.354098198406,0.1499999999999999
2023-01-03 04:00:00,17.035749864754486,6267.026481496556,0.04999999999999982
2023-01-03 05:00:00,0.3245239066985004,119.38423217671081,-0.14999999999999947
2023-01-03 06:00:00,4.019604347909292,1478.7119494871308,-0.15000000000000036
2023-01-03 07:00:00,2.684770894278256,987.6600927326134,-0.09999999999999964
2023-01-03 08:00:00,2.142701756657861,788.2464087305106,-0.10000000000000053
2023-01-03 09:00:00,2.776468641674775,1021.3934015561077,-0.09999999999999964
2023-01-03 10:00:00,2.2128862044349424,814.0655124565045,0.0
2023-01-03 11:00:00,3.3334745868048374,1226.3019636208294,-0.10000000000000009
2023-01-03 12:00:00,3.1274171910002444,1150.498599139215,-0.050000000000000266
2023-01-03 13:00:00,8.045113812993717,2959.596243955064,0.15000000000000036
