datetime,drainage_flow,intake_flow,net_flow,water_level_diff
2022-01-01 00:00:00,0.0,0.0,0.0,
2022-01-01 01:00:00,0.0,340.1023562402642,-34.01023562402642,-0.10000000000000009
2022-01-01 02:00:00,439.7130875244479,0.0,43.97130875244479,0.04999999999999982
2022-01-01 03:00:00,719.1841560607447,0.0,71.91841560607448,0.35000000000000053
2022-01-01 04:00:00,487.3565340128345,0.0,48.73565340128346,0.19999999999999973
2022-01-01 05:00:00,573.547057895725,0.0,57.3547057895725,0.10000000000000009
2022-01-01 06:00:00,0.0,259.54477876085497,-25.954477876085498,-0.04999999999999982
2022-01-01 07:00:00,0.0,215.2297055362768,-21.522970553627683,-0.20000000000000018
2022-01-01 08:00:00,0.0,298.0921188779402,-29.80921188779402,-0.15000000000000036
2022-01-01 09:00:00,0.0,310.4227597837853,-31.04227597837853,-0.04999999999999982
2022-01-01 10:00:00,0.0,292.78714096751787,-29.278714096751788,-0.1499999999999999
2022-01-01 11:00:00,0.0,387.61660533896105,-38.761660533896105,-0.050000000000000266
2022-01-01 12:00:00,0.0,0.0,0.0,0.0
2022-01-01 13:00:00,0.0,414.2934001061751,-41.429340010617516,-0.04999999999999982
2022-01-01 14:00:00,298.6078888503218,0.0,29.86078888503218,0.04999999999999982
2022-01-01 15:00:00,427.7848419889711,0.0,42.77848419889711,0.40000000000000036
2022-01-01 16:00:00,417.4087234482005,0.0,41.74087234482005,0.3500000000000001
2022-01-01 17:00:00,295.3729246895127,0.0,29.537292468951268,0.2999999999999998
2022-01-01 18:00:00,587.229794993716,0.0,58.722979499371604,0.050000000000000266
2022-01-01 19:00:00,0.0,272.24954523184573,-27.224954523184575,-0.15000000000000036
2022-01-01 20:00:00,0.0,331.7148635358572,-33.17148635358572,-0.2999999999999998
2022-01-01 21:00:00,0.0,409.567942775367,-40.9567942775367,-0.20000000000000018
2022-01-01 22:00:00,0.0,476.4501333156254,-47.645013331562545,-0.09999999999999964
2022-01-01 23:00:00,0.0,270.7974362448246,-27.07974362448246,-0.050000000000000266
2022-01-02 00:00:00,0.0,205.90899464667885,-20.590899464667885,-0.1499999999999999
2022-01-02 01:00:00,0.0,280.88395547095905,-28.088395547095907,-0.10000000000000009
